,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
1578,1718,1724,Senior Quantitative Data Scientist - Fully Remote,RemoteStar Ltd,'Remote',6-11 ,"'it skills', 'python', 'machine learning'",-1.0,6,11,8.5,2
1608,1752,1758,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'r', 'data scientist'",-1.0,1,4,2.5,2
1611,1755,1761,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",-1.0,4,8,6.0,2
1612,1756,1762,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'machine learning', 'r', 'it skills', 'python', 'data science'",-1.0,4,8,6.0,2
1613,1757,1763,Data Scientist,Mindreamers,'Noida',2-5 ,"'r', 'python', 'it skills', 'data scientist'",1.0,2,5,3.5,2
1614,1758,1764,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,1,3,2.0,2
1616,1760,1766,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'data scientist'",-1.0,1,3,2.0,2
1620,1764,1770,Excellent opportunity For Data Scientist in Pune For a MNC,Peoplefy Infosolutions Pvt. Ltd.,'Pune',6-11 ,"'data science', 'python', 'machine learning', 'r', 'sql', 'it skills'",-1.0,6,11,8.5,2
1626,1771,1777,Data & Applied Scientist Manager,Microsoft,'Bangalore',6-10 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,6,10,8.0,2
1633,1778,1784,Data Scientist,Wcities,'Mumbai',3-6 ,"'machine learning', 'artificial intelligence', 'python', 'sql', 'it skills'",-1.0,3,6,4.5,2
1637,1782,1788,Senior Data Scientist,Fractal Analytics,"'Gurgaon', ' Bangalore', 'Mumbai'",5-10 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'r'",-1.0,5,10,7.5,2
1641,1786,1792,Senior Data Scientist (CV+Python),TomTom,'Pune',5-9 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,5,9,7.0,2
1653,1799,1805,Data Scientist (NLP),Fractal Analytics,'Mumbai',2-4 ,"'it skills', 'java', 'python', 'machine learning', 'data science'",-1.0,2,4,3.0,2
1655,1802,1808,Data Scientist - Computer Vision/NLP,TalentStack,'Mumbai',1-4 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'data scientist'",-1.0,1,4,2.5,2
1656,1803,1809,Data Scientist - Tensorflow/ Deep Learning,TalentStack,'Mumbai',1-4 ,"'python', 'it skills', 'data science', 'machine learning', 'big data'",-1.0,1,4,2.5,2
1661,1808,1814,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,'Mumbai',1-5 ,"'it skills', 'python', 'data science', 'r', 'data scientist'",-1.0,1,5,3.0,2
1662,1809,1815,Data Scientist - Computer Vision/ NLP,TalentStack,'Mumbai',1-4 ,"'python', 'it skills', 'data science', 'machine learning', 'big data'",-1.0,1,4,2.5,2
1663,1810,1816,Data Scientist - Power BI/Tableau,Huquo Consulting Pvt. Ltd,'Mumbai',2-7 ,"'python', 'it skills', 'data science', 'machine learning', 'r'",-1.0,2,7,4.5,2
1667,1814,1820,Tech Lead - Data Scientist,ZF India Private Limited,'Hyderabad',4-7 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,4,7,5.5,2
1672,1819,1825,Data Scientist,Orcapod Consulting Services Private Limited,"'Pune', 'Bangalore'",5-10 ,"'python', 'r', 'machine learning', 'it skills'",-1.0,5,10,7.5,2
1673,1820,1826,Data Scientist,Orcapod Consulting Services Private Limited,"'Pune', 'Bangalore'",5-10 ,"'python', 'r', 'machine learning', 'it skills'",-1.0,5,10,7.5,2
1674,1821,1827,Data Scientist,Acme Services,'Bangalore',5-8 ,"'it skills', 'python', 'machine learning'",-1.0,5,8,6.5,2
1675,1822,1828,Data Scientist (freelance),2Coms,"'Bangalore', 'BangaloreNorth'",3-8 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,3,8,5.5,2
1679,1826,1832,Data Scientist,Mobiotics IT Solution Pvt Ltd,'Bangalore',2-5 ,"'it skills', 'python', 'data science', 'big data'",-1.0,2,5,3.5,2
1686,1834,1840,"Data Scientist, PHM",Raytheon Technologies,'Bangalore',10-15 ,"'it skills', 'python', 'machine learning'",-1.0,10,15,12.5,2
1691,1839,1845,Data Scientist (freelance),2Coms,"'New Delhi', 'Delhi'",2-7 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,2,7,4.5,2
1699,1849,1855,Principal Data Scientist - Machine Learning,Prime Infosoft,'Bangalore',4-9 ,"'machine learning', 'it skills', 'python', 'r'",-1.0,4,9,6.5,2
1706,1857,1863,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'machine learning', 'python', 'it skills', 'data science'",1.0,4,8,6.0,2
1708,1859,1865,Data Scientist (freelance),2Coms,"'Chennai', 'Chennai'",3-8 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,3,8,5.5,2
1717,1869,1875,Data Scientist - Growth and Marketing Data Team,Confluent,'Remote',2-6 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,6,4.0,2
1719,1871,1877,Expert Data Scientist(NLP+ML+Python),TomTom,'Pune\n',8-12 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,8,12,10.0,2
1725,1877,1883,Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,'Hyderabad',2-7 ,"'python', 'machine learning', 'it skills'",-1.0,2,7,4.5,2
1741,1896,1902,ML Engineer/Data Scientist,Rapid Talent Solutions,"'Kolkata', ' Mumbai', ' Visakhapatnam', ' Hyderabad', ' Pune', ' Chennai', ' Ahmedabad', ' Delhi ', 'Bangalore'",6-11 ,"'python', 'it skills', 'data science', 'machine learning', 'big data'",-1.0,6,11,8.5,2
1742,1897,1903,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,'Gurgaon',2-7 ,"'python', 'machine learning', 'it skills', 'big data', 'data science'",-1.0,2,7,4.5,2
1748,1903,1909,Data Scientist,2Coms,"'Bangalore', 'BangaloreNorth'",6-11 ,"'it skills', 'python', 'data scientist'",-1.0,6,11,8.5,2
1750,1905,1911,Data scientist,CHANGE LEADERS CONSULTING,'Bangalore',3-7 ,"'python', 'artificial intelligence', 'machine learning', 'it skills'",-1.0,3,7,5.0,2
1757,1913,1919,Data Scientist,Kofluence Tech Pvt Ltd,'Bangalore',3-5 ,"'python', 'r', 'java', 'sql', 'it skills', 'data science', 'machine learning'",-1.0,3,5,4.0,2
1766,1923,1929,Data Scientist/ Sr. Data Scientist,Cosmic Strands ePublishing Pvt. Ltd.,'Bangalore',3-5 ,"'python', 'machine learning', 'it skills'",-1.0,3,5,4.0,2
1767,1924,1930,Data Scientist/ Sr Data Scientist,Gartner,'Gurgaon',4-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'computer science'",-1.0,4,8,6.0,2
1772,1929,1935,Senior Data Scientist,Decision Point Analytics,"'Chennai', 'Gurgaon'",3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'data scientist'",-1.0,3,7,5.0,2
1775,1932,1938,Senior Data Scientist (Algorithmic Trading),TETHYS TECHNOLOGIES PRIVATE LIMITED,'Noida',4-10 ,"'it skills', 'python', 'machine learning'",-1.0,4,10,7.0,2
1784,1944,1950,Data & Applied Scientist,Microsoft,'Hyderabad',3-7 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
1785,1945,1951,Digital Scientist - Data Science,ACIESIND PRIVATE LIMITED,'Remote',2-7 ,"'python', 'machine learning', 'sql', 'it skills', 'data science'",-1.0,2,7,4.5,2
1786,1946,1952,Data & Applied Scientist 2,Microsoft,'Hyderabad',5-9 ,"'it skills', 'python', 'computer science', 'machine learning'",-1.0,5,9,7.0,2
1794,1954,1960,Lead Data Scientist,First American,'Bangalore',9-14 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,9,14,11.5,2
1796,1956,1962,Lead Data Scientist,Monotype,'Noida',8-10 ,"'it skills', 'python', 'data science', 'big data'",-1.0,8,10,9.0,2
1800,1960,1966,Senior Data Scientist,Hexaware Technologies,"'Pune', ' Chennai', 'Mumbai'",9-12 ,"'machine learning', 'data science', 'python', 'it skills'",-1.0,9,12,10.5,2
1818,1979,1985,Data Scientist,Tide Software,'Hyderabad',0-5 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,0,5,2.5,2
1819,1980,1986,"Data Scientist,Pan India",IQM Corporation,'Remote',0-3 ,"'it skills', 'python', 'data science', 'machine learning', 'data scientist'",-1.0,0,3,1.5,2
1828,1989,1995,Senior/Lead - Data Scientist (Supply Chain),o9 Solutions Management India Private Limited,'Bangalore',4-9 ,"'data science', 'machine learning', 'it skills', 'python'",-1.0,4,9,6.5,2
1829,1990,1996,Data Scientist || Machine Learning Engineer || Deep Learning,Schlesinger Group,"'Noida', ' Gurgaon', 'Delhi'",3-6 ,"'it skills', 'python', 'data science', 'machine learning', 'r'",-1.0,3,6,4.5,2
1835,1997,2003,Data Scientist: Advanced Analytics,IBM,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
1838,2000,2006,Principal Data Scientist,24 7 ai,'Bangalore',8-13 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence', 'computer science'",-1.0,8,13,10.5,2
1842,2004,2010,Data Scientist,Sony,'Bengaluru',4-9 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,4,9,6.5,2
1851,2017,2023,Data Scientist - Deep Learning Solutions,Huquo Consulting Pvt. Ltd,"'Noida', ' Pune', ' Gurgaon', 'Bangalore'",1-6 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,1,6,3.5,2
1853,2019,2025,Data Scientist - Spark/Python/Redshift,Career Infosystem,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Ahmedabad', ' Bangalore', 'Delhi'",6-9 ,"'it skills', 'java', 'python', 'machine learning', 'data science', 'r'",-1.0,6,9,7.5,2
1857,2024,2030,Data Scientist/Lead Data Scientist (Remote),NIFTEL COMMUNICATIONS PRIVATE LIMITED,"'Kolkata', ' Pune', ' Ahmedabad', ' Bangalore', ' Delhi ', 'Mumbai'",3-8 ,"'it skills', 'python', 'machine learning'",-1.0,3,8,5.5,2
1869,2036,2042,Lead Data Scientist,Zinnov,'Pune',11-15 ,"'data science', 'it skills', 'python'",-1.0,11,15,13.0,2
1886,2055,2061,Data Scientist / 0-15 Days,Synechron,'Bangalore',4-9 ,"'data science', 'machine learning', 'python', 'it skills'",-1.0,4,9,6.5,2
1887,2056,2062,Consultant - Data scientist,Flexing It,"'New Delhi', 'Jaipur'",3-6 ,"'it skills', 'python', 'data science', 'data scientist'",-1.0,3,6,4.5,2
1889,2059,2065,Data Scientist Openings with AT&T,AT&T,'Bangalore',10-15 ,"'data science', 'it skills', 'python', 'machine learning'",-1.0,10,15,12.5,2
1898,2068,2074,"AM Data Scientist - Goods & Service Tax Network, Delhi",NISG (National Institute for Smart Government),'Delhi',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'data scientist'",-1.0,3,8,5.5,2
1901,2071,2077,Data Scientist,BrickRed Systems,'Noida',3-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,7,5.0,2
1921,2093,2099,Data Scientist-Python Machine Learning,Jubna,"'Noida', 'NCR'",3-5 ,"'machine learning', 'it skills', 'python'",-1.0,3,5,4.0,2
1938,2111,2117,Senior Data Scientist,Kyndryl,'Bangalore',10-15 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,10,15,12.5,2
1942,2115,2121,Senior Data Scientist,Nanobi Data And Analytics Pvt Ltd,'Bengaluru',7-9 ,"'it skills', 'python', 'data science', 'big data'",-1.0,7,9,8.0,2
1944,2117,2123,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,5,9,7.0,2
1945,2118,2124,Senior Data Scientist,Nanobi Data And Analytics Pvt Ltd,'Bengaluru',7-9 ,"'it skills', 'python', 'data science', 'big data'",-1.0,7,9,8.0,2
1955,2128,2134,Senior Data Scientist,I5 Systems Private Limited,"'Hyderabad', ' Chennai', 'Bangalore'",2-7 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,2,7,4.5,2
1957,2130,2136,Senior data scientist,Compile Inc,'Bangalore',5-10 ,"'python', 'r', 'it skills', 'data science', 'data scientist'",-1.0,5,10,7.5,2
1976,2150,2156,Senior Data Scientist,Soroco India,'Bangalore',4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,4,9,6.5,2
1979,2154,2160,"Senior Data Scientist- Python, SQL",Vmware,'Bangalore',6-10 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,6,10,8.0,2
1980,2155,2161,Analyst Data Scientist,CAMSDATA TECHNOLOGIES INDIA PVT LTD,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', 'Bengaluru'",3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,8,5.5,2
1986,2161,2167,"Senior Data Scientist, Product Analytics",Atlassian,'Bangalore',5-9 ,"'it skills', 'python', 'data science'",-1.0,5,9,7.0,2
1987,2162,2168,Sr Data Scientist,krtrimaIQ AI Solutions,'Bengaluru',5-8 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,5,8,6.5,2
1997,2172,2178,Professional - Data Scientist / Analytics,Sutherland Global Services Inc,'Hyderabad',3-6 ,"'it skills', 'python', 'machine learning'",-1.0,3,6,4.5,2
2001,2177,2183,Data Scientist (Python/ML),TCS,'Chennai',4-7 ,"'data science', 'machine learning', 'python', 'sql', 'it skills'",-1.0,4,7,5.5,2
2003,2179,2185,Principal Data Scientist / Computer Vision Solution Architect,Cyient,'Hyderabad',12-15 ,"'machine learning', 'it skills', 'java', 'python', 'data science'",-1.0,12,15,13.5,2
2004,2180,2186,Staff Specialist Data Scientist,BMC Software,'Maharashtra',2-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,7,4.5,2
2014,2190,2196,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,4,8,6.0,2
2017,2193,2199,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
2020,2196,2202,Data Scientist - Insurance - IIM/IIT/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',12-16 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,12,16,14.0,2
2059,2237,2243,Data Scientist - Credit Risk,Scienaptic Systems,'Bangalore',3-8 ,"'it skills', 'python', 'machine learning'",-1.0,3,8,5.5,2
2065,2244,2250,CoE - Data Scientist,Concentrix,'Bangalore',7-12 ,"'it skills', 'python', 'machine learning'",-1.0,7,12,9.5,2
2068,2247,2253,Senior Data Scientist,Successr HR Tech PVT LTD,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2069,2248,2254,"Lead / Sr. Data Scientist, Bangalore",Talent Bee Consulting Pvt. Ltd,'Bangalore',3-8 ,"'it skills', 'java', 'python', 'machine learning', 'r', 'data scientist'",-1.0,3,8,5.5,2
2071,2250,2256,Senior Data Scientist,Successr HR Tech PVT LTD,'Bangalore',5-10 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2073,2252,2258,Senior Data Scientist,Successr HR Tech PVT LTD,'Bangalore',5-10 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2076,2255,2261,Sr Data Scientist,Successr HR Tech PVT LTD,'Bangalore',5-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2077,2256,2262,Senior/Lead Data Scientist - Machine Learning/Deep Learning,Squareroot Consulting Pvt Ltd,'Bangalore',1-5 ,"'machine learning', 'it skills', 'python', 'data science', 'data scientist', 'artificial intelligence'",-1.0,1,5,3.0,2
2087,2266,2272,Data Scientist - Python/Tableau,Accubits Technologies,'Trivandrum',4-8 ,"'r', 'python', 'it skills', 'machine learning', 'data science'",1.0,4,8,6.0,2
2095,2274,2280,Data Scientist Expert for AI/ML Project,Concentrix,'Gurgaon',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
2097,2276,2282,Junior/Senior Data scientist,Burgeon IT Services Pvt ltd,'Pune',3-8 ,"'machine learning', 'python', 'it skills'",-1.0,3,8,5.5,2
2102,2281,2287,Associate Data Scientist,Optum,'Bangalore',5-10 ,"'sql', 'it skills', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2113,2292,2298,Sr. Cloud Data Scientist,Intuitive.Cloud,'Remote',3-5 ,"'sql', 'python', 'it skills', 'data science', 'machine learning'",-1.0,3,5,4.0,2
2119,2299,2305,Senior Data Scientist,In2M Technologies Pvt Ltd,'Mumbai',5-10 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,10,7.5,2
2130,2310,2316,Senior Data Scientist - AI Research,Persistent,'Pune',4-9 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'computer science'",-1.0,4,9,6.5,2
2136,2316,2322,Senior Data Scientist,Aera Technology,'Pune',5-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,10,7.5,2
2137,2317,2323,Immediate Hiring / Senior Data Scientist,Cognome India Pvt. Ltd.,'Kolkata\n',3-8 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,3,8,5.5,2
2141,2322,2328,Senior Data Scientist- Consulting,MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,'Remote',3-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,3,5,4.0,2
2144,2325,2331,Sr. Data Scientist,SoulPage IT,'Hyderabad',4-6 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,6,5.0,2
2155,2337,2343,Senior Data Scientist,Intellithink,'Chennai',2-5 ,"'r', 'sql', 'python', 'it skills', 'machine learning'",1.0,2,5,3.5,2
2159,2342,2348,Sr Data Scientist,Microsoft,'Hyderabad',5-9 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,9,7.0,2
2171,2355,2361,Data Scientist - Pre - Sales,Persistent,'Bangalore',2-3 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,3,2.5,2
2172,2356,2362,Data scientist,IBM,'Bengaluru',4-7 ,"'it skills', 'python', 'machine learning'",-1.0,4,7,5.5,2
2181,2365,2371,Lead Data Scientist,Joveo,'Hyderabad',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,3,8,5.5,2
2182,2366,2372,Lead Data Scientist - KYC/Fraud Detection,Tide Software,'Hyderabad',5-7 ,"'it skills', 'python', 'machine learning', 'data science'",-1.0,5,7,6.0,2
2185,2369,2375,Lead Data Scientist,Tide Software,'Hyderabad',5-7 ,"'it skills', 'python', 'machine learning', 'data scientist'",-1.0,5,7,6.0,2
2191,2375,2381,Lead Data Scientist,DemandMatrix,'Pune',5-7 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,5,7,6.0,2
2197,2382,2388,Lead Data Scientist,DeepQuanty Artificial Intelligence Labs,'Chennai',3-8 ,"'machine learning', 'python', 'it skills'",-1.0,3,8,5.5,2
2199,2385,2391,Lead Data Scientist,Egnify Technologies,'Hyderabad',6-11 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,6,11,8.5,2
2210,2396,2402,"Hiring For Data Scientist - Python, SQL, Power BI, ETL",HuQuo Consulting Pvt. Ltd.,'Delhi',4-9 ,"'it skills', 'python', 'machine learning', 'data science', 'r'",-1.0,4,9,6.5,2
2212,2398,2404,Data scientist- Enterprise AI,Kyndryl,'Bangalore',2-3 ,"'it skills', 'java', 'python', 'data science', 'machine learning', 'artificial intelligence', 'computer science'",-1.0,2,3,2.5,2
2214,2400,2406,Data Scientist,Bridgetree Research,'Bangalore',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'artificial intelligence'",-1.0,5,8,6.5,2
2220,2406,2412,Principal Data Scientist (MINT),Walmart,'Bangalore',15-18 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,15,18,16.5,2
2221,2407,2413,Data Scientist,AutoCAD,'Bangalore',2-3 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,2,3,2.5,2
2224,2410,2416,Principal Data Scientist,IHS Markit,'Bangalore',6-10 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,6,10,8.0,2
2233,2419,2425,Data Scientist - AI ML Team,CustomerXPs Software Pvt Ltd,'Bengaluru',8-13 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'big data', 'computer science'",-1.0,8,13,10.5,2
2240,2426,2432,Data Scientist -Graph Database SME,Kyndryl,'Bangalore',5-8 ,"'it skills', 'java', 'python', 'data science', 'machine learning'",-1.0,5,8,6.5,2
2253,2440,2446,Data Scientist - (ML) (Commerce BU),Blue Yonder,'Bangalore',3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,7,5.0,2
2261,2448,2454,Data Scientist,Diverse Lynx,'Bengaluru',2-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,8,5.0,2
2263,2450,2456,Mandiant Data Scientist,Mandiant,'Bangalore',3-7 ,"'it skills', 'python', 'data science', 'machine learning', 'big data', 'computer science'",-1.0,3,7,5.0,2
2268,2455,2461,Data Scientist - A Travel Tech company,HotelHub,"'Panaji', 'Bangalore'",4-8 ,"'machine learning', 'python', 'it skills', 'r'",-1.0,4,8,6.0,2
2270,2457,2463,Staff Data Scientist,Walmart,'Bangalore',4-8 ,"'it skills', 'python', 'data science', 'machine learning', 'big data'",-1.0,4,8,6.0,2
2275,2462,2468,Applied Data Scientist,Tookitaki Holding PTE LTD,'Bangalore',2-3 ,"'machine learning', 'python', 'data science', 'it skills', 'data scientist'",-1.0,2,3,2.5,2
2276,2463,2469,Data Scientist,Travel Centric Technology,'Bangalore',6-11 ,"'it skills', 'python', 'machine learning'",-1.0,6,11,8.5,2
2281,2468,2474,Data Scientist,Draup,'Bengaluru',6-11 ,"'it skills', 'python', 'data science'",-1.0,6,11,8.5,2
2295,2482,2488,Data Scientist,ELPIS IT SOLUTIONS PVT LTD,'Bangalore',5-7 ,"'it skills', 'java', 'python', 'data science', 'r'",-1.0,5,7,6.0,2
2299,2487,2493,Data Scientist,IQLECT,'Bengaluru',5-8 ,"'it skills', 'python', 'data science', 'machine learning', 'computer science'",-1.0,5,8,6.5,2
2301,2489,2495,Data Scientist - Lending,FairMoney,'Bangalore',3-7 ,"'it skills', 'python', 'machine learning', 'computer science'",-1.0,3,7,5.0,2
2347,2541,2547,Data Scientist,Diverse Lynx,'Bengaluru',1-5 ,"'it skills', 'python', 'data science'",-1.0,1,5,3.0,2
2351,2547,2553,Data Scientist,CTD Techs,"'Chennai', 'Bangalore'",2-6 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,2,6,4.0,2
2359,2562,2568,Senior Data Scientist - Machine Learning & Artificial Intelligence,Job Fittment Finder,'Pune',4-8 ,"'artificial intelligence', 'machine learning', 'data science', 'it skills', 'python'",-1.0,4,8,6.0,2
2361,2564,2570,Senior Data Scientist - Python/ NLP,RS Consultants,'Pune\n',5-8 ,"'data science', 'python', 'it skills', 'machine learning'",-1.0,5,8,6.5,2
2364,2567,2573,Senior Data Scientist,TrueView HR Consulting Pvt. Ltd,"'Pune', 'Bangalore'",6-8 ,"'data science', 'artificial intelligence', 'machine learning', 'it skills', 'python'",-1.0,6,8,7.0,2
2367,2570,2576,Senior Data Scientist,Idexcel Technologies Private Limited,'Bangalore',2-7 ,"'it skills', 'python', 'machine learning'",-1.0,2,7,4.5,2
2379,2584,2590,Data Scientist - SMTS (Hiring For Top MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Noida',3-5 ,"'python', 'machine learning', 'it skills'",-1.0,3,5,4.0,2
2390,2598,2604,Data Scientist,Opera Solutions India Private Limited,'Remote',4-9 ,"'it skills', 'python', 'machine learning', 'big data', 'data science', 'r'",-1.0,4,9,6.5,2
2393,2601,2607,Data Scientist,One Mobikwik Systems Private Limited,'Gurgaon',2-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,5,3.5,2
2394,2602,2608,Data Scientist (AI/ML) | Gurgaon,IGT Solutions,'Gurgaon',3-8 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence'",-1.0,3,8,5.5,2
2402,2611,2617,Data Scientist,Shadowfax Technologies Pvt. Ltd.,'Gurgaon',1-3 ,"'r', 'python', 'it skills', 'machine learning'",-1.0,1,3,2.0,2
2406,2617,2623,Data Scientist,Adept Consulting,'Bangalore',4-9 ,"'it skills', 'python', 'machine learning'",-1.0,4,9,6.5,2
2408,2619,2625,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"'sql', 'python', 'it skills', 'java', 'data science', 'machine learning'",-1.0,1,4,2.5,2
2409,2620,2626,Data Scientist -II,Successr HR Tech PVT LTD,'Bangalore',2-5 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,2,5,3.5,2
2411,2622,2628,Data Scientist - IT - PhD,Change Leaders,'Bangalore',1-5 ,"'r', 'machine learning', 'artificial intelligence', 'python', 'it skills'",1.0,1,5,3.0,2
2417,2628,2634,Data Scientist -II,Successr HR Tech PVT LTD,'Bangalore',2-5 ,"'machine learning', 'it skills', 'python', 'data science'",-1.0,2,5,3.5,2
2431,2645,2651,Data Scientist,Oracle,'Hyderabad',2-4 ,"'machine learning', 'python', 'sql', 'it skills', 'data science', 'big data'",-1.0,2,4,3.0,2
2436,2650,2656,Data Scientist,First Employer,'Gurgaon',4-8 ,"'it skills', 'python', 'data science', 'machine learning'",-1.0,4,8,6.0,2
2437,2651,2657,Data Scientist,First Employer,'Delhi',4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
2438,2652,2658,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'r', 'python', 'it skills', 'data science', 'machine learning'",1.0,4,8,6.0,2
2439,2653,2659,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"'python', 'it skills', 'data science', 'machine learning'",-1.0,4,8,6.0,2
2440,2654,2660,Data Scientist,First Employer,'Delhi',4-8 ,"'python', 'it skills', 'data science', 'machine learning', 'r'",-1.0,4,8,6.0,2
2446,2660,2666,Job Opportunity || Data Scientist,Datamatics Global services Ltd.,'Mumbai',2-7 ,"'it skills', 'python', 'data science', 'machine learning', 'artificial intelligence', 'data scientist'",-1.0,2,7,4.5,2
2454,2669,2675,Data Scientist,Kyndryl,'Chennai',8-10 ,"'sql', 'r', 'python', 'it skills', 'machine learning', 'computer science'",-1.0,8,10,9.0,2
2455,2670,2676,Data Scientist,Intuitive.Cloud,'Remote',3-8 ,"'it skills', 'python', 'data science', 'computer science'",-1.0,3,8,5.5,2
